# XDK Monitor Logger 1.0
# Start: 2016-05-05 19:05:13
# Timestamp, 	humidity of BME280 (%rh), 	light of BME280 (lux), 	pressure of BME280 (pa), 	temperature of BME280 (mDeg)
2625027, 	22.0, 	1536.0, 	100112.0, 	10310.0
2627957, 	22.0, 	1536.0, 	100114.0, 	10310.0
2630887, 	22.0, 	1536.0, 	100113.0, 	10290.0
2633816, 	22.0, 	1536.0, 	100114.0, 	10280.0
2636746, 	22.0, 	1536.0, 	100111.0, 	10260.0
2639676, 	22.0, 	1536.0, 	100112.0, 	10240.0
2642605, 	22.0, 	1536.0, 	100113.0, 	10230.0
2645535, 	22.0, 	1536.0, 	100108.0, 	10210.0
2648465, 	22.0, 	1536.0, 	100110.0, 	10190.0
2651394, 	22.0, 	1536.0, 	100112.0, 	10180.0
2654324, 	21.0, 	1536.0, 	100109.0, 	10160.0
2657254, 	21.0, 	1536.0, 	100112.0, 	10150.0
2660183, 	21.0, 	1536.0, 	100109.0, 	10120.0
2663113, 	21.0, 	1536.0, 	100107.0, 	10110.0
2666043, 	21.0, 	1536.0, 	100112.0, 	10090.0
2668972, 	21.0, 	1536.0, 	100114.0, 	10080.0
2671902, 	21.0, 	1536.0, 	100109.0, 	10060.0
2674832, 	21.0, 	1536.0, 	100109.0, 	10050.0
2677762, 	21.0, 	1536.0, 	100110.0, 	10030.0
2680691, 	21.0, 	1536.0, 	100113.0, 	10010.0
2683621, 	21.0, 	1536.0, 	100110.0, 	9990.0
2686551, 	21.0, 	1536.0, 	100109.0, 	9980.0
2689480, 	21.0, 	1536.0, 	100110.0, 	9970.0
2692410, 	21.0, 	1536.0, 	100105.0, 	9950.0
2695340, 	21.0, 	1536.0, 	100109.0, 	9930.0
2698269, 	21.0, 	1536.0, 	100106.0, 	9910.0
2701199, 	21.0, 	1536.0, 	100109.0, 	9910.0
2704129, 	21.0, 	1536.0, 	100113.0, 	9890.0
2707058, 	21.0, 	1536.0, 	100115.0, 	9880.0
2709988, 	21.0, 	1536.0, 	100113.0, 	9840.0
2712918, 	21.0, 	1536.0, 	100110.0, 	9840.0
2715847, 	21.0, 	1536.0, 	100110.0, 	9820.0
2718777, 	21.0, 	1536.0, 	100114.0, 	9810.0
2721707, 	21.0, 	1536.0, 	100109.0, 	9790.0
2724637, 	21.0, 	1536.0, 	100110.0, 	9780.0
2727566, 	20.0, 	1536.0, 	100113.0, 	9770.0
2730496, 	20.0, 	1536.0, 	100111.0, 	9740.0
2733426, 	20.0, 	1536.0, 	100115.0, 	9730.0
2736355, 	20.0, 	1536.0, 	100116.0, 	9710.0
2739285, 	20.0, 	1536.0, 	100112.0, 	9700.0
2742215, 	20.0, 	1536.0, 	100109.0, 	9690.0
2745144, 	20.0, 	1536.0, 	100112.0, 	9670.0
2748074, 	20.0, 	1536.0, 	100111.0, 	9650.0
2751004, 	20.0, 	1536.0, 	100114.0, 	9630.0
2753933, 	20.0, 	1536.0, 	100108.0, 	9620.0
2756863, 	20.0, 	1536.0, 	100117.0, 	9610.0
2759793, 	20.0, 	1536.0, 	100111.0, 	9590.0
2762722, 	20.0, 	1536.0, 	100114.0, 	9580.0
2765652, 	20.0, 	1536.0, 	100108.0, 	9550.0
2768582, 	20.0, 	1536.0, 	100111.0, 	9540.0
2771512, 	20.0, 	1536.0, 	100110.0, 	9530.0
2774441, 	20.0, 	1536.0, 	100107.0, 	9520.0
2777371, 	20.0, 	1536.0, 	100108.0, 	9500.0
2780301, 	20.0, 	1536.0, 	100107.0, 	9490.0
2783230, 	20.0, 	1536.0, 	100105.0, 	9470.0
2786160, 	20.0, 	1536.0, 	100108.0, 	9450.0
2789090, 	20.0, 	1536.0, 	100112.0, 	9440.0
2792019, 	20.0, 	1536.0, 	100108.0, 	9420.0
2794949, 	20.0, 	1536.0, 	100110.0, 	9410.0
2797879, 	20.0, 	1536.0, 	100114.0, 	9390.0
2800808, 	20.0, 	1536.0, 	100116.0, 	9380.0
2803738, 	20.0, 	1536.0, 	100113.0, 	9370.0
2806668, 	20.0, 	1536.0, 	100116.0, 	9350.0
2809597, 	20.0, 	1536.0, 	100112.0, 	9330.0
2812527, 	20.0, 	1536.0, 	100109.0, 	9320.0
2815457, 	20.0, 	1536.0, 	100113.0, 	9310.0
2818387, 	20.0, 	1536.0, 	100113.0, 	9300.0
2821316, 	20.0, 	1536.0, 	100104.0, 	9270.0
2824246, 	20.0, 	1536.0, 	100110.0, 	9270.0
2827176, 	20.0, 	1536.0, 	100110.0, 	9240.0
2830105, 	20.0, 	1536.0, 	100112.0, 	9230.0
2833035, 	20.0, 	1536.0, 	100113.0, 	9220.0
2835965, 	19.0, 	1536.0, 	100109.0, 	9200.0
2838894, 	19.0, 	1536.0, 	100110.0, 	9190.0
2841824, 	19.0, 	1536.0, 	100110.0, 	9160.0
2844754, 	19.0, 	1536.0, 	100113.0, 	9160.0
2847683, 	19.0, 	1536.0, 	100117.0, 	9150.0
2850613, 	19.0, 	1536.0, 	100111.0, 	9140.0
2853543, 	19.0, 	1536.0, 	100114.0, 	9120.0
2856472, 	19.0, 	1536.0, 	100108.0, 	9100.0
2859402, 	19.0, 	1536.0, 	100111.0, 	9090.0
2862332, 	19.0, 	1536.0, 	100110.0, 	9080.0
2865262, 	19.0, 	1536.0, 	100111.0, 	9070.0
2868191, 	19.0, 	1536.0, 	100108.0, 	9050.0
2871121, 	19.0, 	1536.0, 	100108.0, 	9030.0
2874051, 	19.0, 	1536.0, 	100107.0, 	9030.0
2876980, 	19.0, 	1536.0, 	100110.0, 	9010.0
2879910, 	19.0, 	1536.0, 	100108.0, 	8990.0
2882840, 	19.0, 	1536.0, 	100106.0, 	8980.0
2885769, 	19.0, 	1536.0, 	100107.0, 	8970.0
2888699, 	19.0, 	1536.0, 	100113.0, 	8950.0
2891629, 	19.0, 	1536.0, 	100111.0, 	8950.0
2894558, 	19.0, 	1536.0, 	100116.0, 	8940.0
2897488, 	19.0, 	1536.0, 	100104.0, 	8920.0
2900418, 	19.0, 	1536.0, 	100110.0, 	8900.0
2903347, 	19.0, 	1536.0, 	100111.0, 	8900.0
2906277, 	19.0, 	1536.0, 	100113.0, 	8880.0
2909207, 	19.0, 	1536.0, 	100108.0, 	8850.0
2912137, 	19.0, 	1536.0, 	100114.0, 	8850.0
2915066, 	19.0, 	1536.0, 	100110.0, 	8830.0
2917996, 	19.0, 	1536.0, 	100104.0, 	8820.0
2920926, 	19.0, 	1536.0, 	100108.0, 	8810.0
2923855, 	19.0, 	1536.0, 	100109.0, 	8790.0
2926785, 	19.0, 	1536.0, 	100109.0, 	8780.0
2929715, 	19.0, 	1536.0, 	100107.0, 	8770.0
2932644, 	19.0, 	1536.0, 	100110.0, 	8750.0
2935574, 	19.0, 	1536.0, 	100111.0, 	8740.0
2938504, 	19.0, 	1536.0, 	100109.0, 	8730.0
2941433, 	19.0, 	1536.0, 	100105.0, 	8720.0
2944363, 	19.0, 	1536.0, 	100113.0, 	8700.0
2947293, 	19.0, 	1536.0, 	100112.0, 	8690.0
2950222, 	19.0, 	1536.0, 	100107.0, 	8680.0
2953152, 	19.0, 	1536.0, 	100109.0, 	8670.0
2956082, 	19.0, 	1536.0, 	100110.0, 	8650.0
2959012, 	19.0, 	1536.0, 	100111.0, 	8640.0
2961941, 	19.0, 	1536.0, 	100110.0, 	8640.0
2964871, 	19.0, 	1536.0, 	100108.0, 	8620.0
2967801, 	19.0, 	1536.0, 	100111.0, 	8610.0
2970730, 	19.0, 	1536.0, 	100109.0, 	8590.0
2973660, 	19.0, 	1536.0, 	100115.0, 	8590.0
2976590, 	19.0, 	1536.0, 	100111.0, 	8580.0
2979519, 	19.0, 	1536.0, 	100104.0, 	8550.0
2982449, 	19.0, 	1536.0, 	100112.0, 	8550.0
2985379, 	19.0, 	1536.0, 	100110.0, 	8540.0
2988308, 	19.0, 	1536.0, 	100111.0, 	8520.0
2991238, 	18.0, 	1536.0, 	100110.0, 	8510.0
2994168, 	18.0, 	1536.0, 	100111.0, 	8490.0
2997097, 	18.0, 	1536.0, 	100110.0, 	8480.0
3000027, 	18.0, 	1536.0, 	100110.0, 	8480.0
3002957, 	18.0, 	1536.0, 	100111.0, 	8460.0
3005887, 	18.0, 	1536.0, 	100111.0, 	8450.0
3008816, 	18.0, 	1536.0, 	100113.0, 	8440.0
3011746, 	18.0, 	1536.0, 	100110.0, 	8420.0
3014676, 	18.0, 	1536.0, 	100111.0, 	8420.0
3017605, 	18.0, 	1536.0, 	100111.0, 	8410.0
3020535, 	18.0, 	1536.0, 	100117.0, 	8400.0
3023465, 	18.0, 	1536.0, 	100112.0, 	8380.0
3026394, 	18.0, 	1536.0, 	100110.0, 	8370.0
3029324, 	18.0, 	1536.0, 	100110.0, 	8360.0
3032254, 	18.0, 	1536.0, 	100108.0, 	8350.0
3035183, 	18.0, 	1536.0, 	100105.0, 	8330.0
3038113, 	18.0, 	1536.0, 	100108.0, 	8310.0
3041043, 	18.0, 	1536.0, 	100110.0, 	8300.0
3043972, 	18.0, 	1536.0, 	100110.0, 	8290.0
3046902, 	18.0, 	1536.0, 	100112.0, 	8280.0
3049832, 	18.0, 	1536.0, 	100111.0, 	8270.0
3052762, 	18.0, 	1536.0, 	100109.0, 	8250.0
3055691, 	18.0, 	1536.0, 	100110.0, 	8250.0
3058621, 	18.0, 	1536.0, 	100113.0, 	8230.0
3061551, 	18.0, 	1536.0, 	100114.0, 	8220.0
3064480, 	18.0, 	1536.0, 	100114.0, 	8210.0
3067410, 	18.0, 	1536.0, 	100108.0, 	8190.0
3070340, 	18.0, 	1536.0, 	100110.0, 	8180.0
3073269, 	18.0, 	1536.0, 	100113.0, 	8170.0
3076199, 	18.0, 	1536.0, 	100112.0, 	8160.0
3079129, 	18.0, 	1536.0, 	100113.0, 	8150.0
3082058, 	18.0, 	1536.0, 	100112.0, 	8140.0
3084988, 	18.0, 	1536.0, 	100114.0, 	8120.0
3087918, 	18.0, 	1536.0, 	100114.0, 	8120.0
3090847, 	18.0, 	1536.0, 	100109.0, 	8100.0
3093777, 	18.0, 	1536.0, 	100113.0, 	8090.0
3096707, 	18.0, 	1536.0, 	100110.0, 	8070.0
3099637, 	18.0, 	1536.0, 	100109.0, 	8050.0
3102566, 	18.0, 	1536.0, 	100111.0, 	8050.0
3105496, 	18.0, 	1536.0, 	100109.0, 	8050.0
3108426, 	18.0, 	1536.0, 	100110.0, 	8030.0
3111355, 	18.0, 	1536.0, 	100108.0, 	8020.0
3114285, 	18.0, 	1536.0, 	100106.0, 	8010.0
3117215, 	18.0, 	1536.0, 	100110.0, 	7990.0
3120144, 	18.0, 	1536.0, 	100107.0, 	7990.0
3123074, 	18.0, 	1536.0, 	100107.0, 	7970.0
3126004, 	18.0, 	1536.0, 	100107.0, 	7960.0
3128933, 	18.0, 	1536.0, 	100108.0, 	7950.0
3131863, 	18.0, 	1536.0, 	100110.0, 	7950.0
3134793, 	18.0, 	1536.0, 	100111.0, 	7930.0
3137722, 	18.0, 	1536.0, 	100111.0, 	7930.0
3140652, 	18.0, 	1536.0, 	100109.0, 	7920.0
3143582, 	18.0, 	1536.0, 	100104.0, 	7890.0
3146512, 	18.0, 	1536.0, 	100106.0, 	7890.0
3149441, 	18.0, 	1536.0, 	100107.0, 	7880.0
3152371, 	18.0, 	1536.0, 	100107.0, 	7870.0
3155301, 	18.0, 	1536.0, 	100105.0, 	7860.0
3158230, 	18.0, 	1536.0, 	100110.0, 	7850.0
3161160, 	18.0, 	1536.0, 	100109.0, 	7850.0
3164090, 	18.0, 	1536.0, 	100115.0, 	7850.0
3167019, 	18.0, 	1536.0, 	100111.0, 	7840.0
3169949, 	18.0, 	1536.0, 	100113.0, 	7820.0
3172879, 	18.0, 	1536.0, 	100111.0, 	7820.0
3175808, 	18.0, 	1536.0, 	100111.0, 	7830.0
3178738, 	18.0, 	1536.0, 	100106.0, 	7820.0
3181668, 	18.0, 	1536.0, 	100107.0, 	7820.0
3184597, 	18.0, 	1536.0, 	100112.0, 	7810.0
3187527, 	18.0, 	1536.0, 	100106.0, 	7810.0
3190457, 	18.0, 	1536.0, 	100107.0, 	7800.0
3193387, 	18.0, 	1536.0, 	100106.0, 	7820.0
3196316, 	18.0, 	1536.0, 	100102.0, 	7800.0
3199246, 	18.0, 	1536.0, 	100106.0, 	7820.0
3202176, 	18.0, 	1536.0, 	100110.0, 	7810.0
3205105, 	18.0, 	1536.0, 	100108.0, 	7820.0
3208035, 	18.0, 	1536.0, 	100111.0, 	7830.0
3210965, 	19.0, 	1536.0, 	100108.0, 	7820.0
3213894, 	19.0, 	1536.0, 	100107.0, 	7820.0
3216824, 	19.0, 	1536.0, 	100106.0, 	7830.0
3219754, 	19.0, 	1536.0, 	100109.0, 	7830.0
3222683, 	19.0, 	1536.0, 	100112.0, 	7830.0
3225613, 	19.0, 	1536.0, 	100111.0, 	7830.0
3228543, 	19.0, 	1536.0, 	100108.0, 	7840.0
3231472, 	19.0, 	1536.0, 	100109.0, 	7850.0
3234402, 	19.0, 	1536.0, 	100110.0, 	7860.0
3237332, 	19.0, 	1536.0, 	100110.0, 	7850.0
3240262, 	19.0, 	1536.0, 	100103.0, 	7860.0
3243191, 	19.0, 	1536.0, 	100107.0, 	7870.0
3246121, 	19.0, 	1536.0, 	100109.0, 	7880.0
3249051, 	19.0, 	1539.0, 	100103.0, 	7880.0
3251980, 	19.0, 	1539.0, 	100104.0, 	7890.0
3254910, 	19.0, 	1539.0, 	100112.0, 	7900.0
3257840, 	19.0, 	1539.0, 	100105.0, 	7890.0
3260769, 	19.0, 	1539.0, 	100110.0, 	7920.0
3263699, 	20.0, 	1539.0, 	100107.0, 	7920.0
3266629, 	20.0, 	1539.0, 	100106.0, 	7930.0
3269558, 	21.0, 	1539.0, 	100107.0, 	7950.0
3272488, 	21.0, 	1539.0, 	100108.0, 	7970.0
3275418, 	22.0, 	1539.0, 	100111.0, 	7980.0
3278347, 	22.0, 	1539.0, 	100108.0, 	7990.0
3281277, 	23.0, 	1539.0, 	100102.0, 	8010.0
3284207, 	24.0, 	1539.0, 	100103.0, 	8020.0
