# XDK Monitor Logger 1.0
# Start: 2016-05-05 19:05:13
# Timestamp, 	humidity of BME280 (%rh), 	light of BME280 (lux), 	pressure of BME280 (pa), 	temperature of BME280 (mDeg)
1312527, 	24.0, 	1536.0, 	100068.0, 	13380.0
1315457, 	24.0, 	1536.0, 	100076.0, 	13370.0
1318387, 	24.0, 	1536.0, 	100065.0, 	13340.0
1321316, 	24.0, 	1536.0, 	100069.0, 	13310.0
1324246, 	24.0, 	1536.0, 	100071.0, 	13300.0
1327176, 	24.0, 	1536.0, 	100073.0, 	13290.0
1330105, 	23.0, 	1536.0, 	100073.0, 	13270.0
1333035, 	23.0, 	1536.0, 	100073.0, 	13250.0
1335965, 	23.0, 	1536.0, 	100072.0, 	13230.0
1338894, 	23.0, 	1536.0, 	100071.0, 	13220.0
1341824, 	23.0, 	1536.0, 	100071.0, 	13190.0
1344754, 	23.0, 	1536.0, 	100071.0, 	13180.0
1347683, 	23.0, 	1536.0, 	100072.0, 	13160.0
1350613, 	23.0, 	1536.0, 	100075.0, 	13140.0
1353543, 	23.0, 	1536.0, 	100076.0, 	13130.0
1356472, 	23.0, 	1536.0, 	100079.0, 	13110.0
1359402, 	23.0, 	1536.0, 	100080.0, 	13100.0
1362332, 	23.0, 	1536.0, 	100073.0, 	13080.0
1365262, 	23.0, 	1536.0, 	100076.0, 	13050.0
1368191, 	23.0, 	1536.0, 	100080.0, 	13050.0
1371121, 	23.0, 	1536.0, 	100078.0, 	13020.0
1374051, 	23.0, 	1536.0, 	100083.0, 	13010.0
1376980, 	23.0, 	1536.0, 	100083.0, 	12990.0
1379910, 	23.0, 	1536.0, 	100083.0, 	12970.0
1382840, 	23.0, 	1536.0, 	100088.0, 	12950.0
1385769, 	23.0, 	1536.0, 	100086.0, 	12930.0
1388699, 	22.0, 	1536.0, 	100081.0, 	12910.0
1391629, 	22.0, 	1536.0, 	100081.0, 	12890.0
1394558, 	22.0, 	1536.0, 	100074.0, 	12880.0
1397488, 	22.0, 	1536.0, 	100074.0, 	12860.0
1400418, 	22.0, 	1536.0, 	100076.0, 	12850.0
1403347, 	22.0, 	1536.0, 	100075.0, 	12820.0
1406277, 	22.0, 	1536.0, 	100073.0, 	12810.0
1409207, 	22.0, 	1536.0, 	100072.0, 	12780.0
1412137, 	22.0, 	1536.0, 	100074.0, 	12760.0
1415066, 	22.0, 	1536.0, 	100072.0, 	12730.0
1417996, 	22.0, 	1536.0, 	100077.0, 	12720.0
1420926, 	22.0, 	1536.0, 	100075.0, 	12710.0
1423855, 	22.0, 	1536.0, 	100079.0, 	12690.0
1426785, 	22.0, 	1536.0, 	100073.0, 	12680.0
1429715, 	22.0, 	1536.0, 	100079.0, 	12650.0
1432644, 	22.0, 	1536.0, 	100073.0, 	12630.0
1435574, 	22.0, 	1536.0, 	100078.0, 	12610.0
1438504, 	22.0, 	1536.0, 	100075.0, 	12600.0
1441433, 	22.0, 	1536.0, 	100080.0, 	12580.0
1444363, 	22.0, 	1536.0, 	100076.0, 	12570.0
1447293, 	22.0, 	1536.0, 	100073.0, 	12550.0
1450222, 	22.0, 	1536.0, 	100070.0, 	12530.0
1453152, 	22.0, 	1536.0, 	100066.0, 	12520.0
1456082, 	22.0, 	1536.0, 	100063.0, 	12490.0
1459012, 	22.0, 	1536.0, 	100067.0, 	12480.0
1461941, 	22.0, 	1536.0, 	100068.0, 	12470.0
1464871, 	22.0, 	1536.0, 	100073.0, 	12450.0
1467801, 	22.0, 	1536.0, 	100075.0, 	12420.0
1470730, 	21.0, 	1536.0, 	100075.0, 	12410.0
1473660, 	21.0, 	1536.0, 	100078.0, 	12400.0
1476590, 	21.0, 	1536.0, 	100069.0, 	12370.0
1479519, 	21.0, 	1536.0, 	100073.0, 	12360.0
1482449, 	21.0, 	1536.0, 	100070.0, 	12340.0
1485379, 	21.0, 	1536.0, 	100069.0, 	12320.0
1488308, 	21.0, 	1536.0, 	100066.0, 	12310.0
1491238, 	21.0, 	1536.0, 	100070.0, 	12280.0
1494168, 	21.0, 	1536.0, 	100072.0, 	12270.0
1497097, 	21.0, 	1536.0, 	100072.0, 	12250.0
1500027, 	21.0, 	1536.0, 	100079.0, 	12230.0
1502957, 	21.0, 	1536.0, 	100084.0, 	12210.0
1505887, 	21.0, 	1536.0, 	100083.0, 	12190.0
1508816, 	21.0, 	1536.0, 	100085.0, 	12180.0
1511746, 	21.0, 	1536.0, 	100084.0, 	12170.0
1514676, 	21.0, 	1536.0, 	100074.0, 	12150.0
1517605, 	21.0, 	1536.0, 	100082.0, 	12140.0
1520535, 	21.0, 	1536.0, 	100078.0, 	12110.0
1523465, 	21.0, 	1536.0, 	100069.0, 	12090.0
1526394, 	21.0, 	1536.0, 	100073.0, 	12080.0
1529324, 	21.0, 	1536.0, 	100077.0, 	12070.0
1532254, 	21.0, 	1536.0, 	100075.0, 	12050.0
1535183, 	21.0, 	1536.0, 	100078.0, 	12030.0
1538113, 	21.0, 	1536.0, 	100079.0, 	12010.0
1541043, 	21.0, 	1536.0, 	100077.0, 	11990.0
1543972, 	21.0, 	1536.0, 	100076.0, 	11980.0
1546902, 	21.0, 	1536.0, 	100078.0, 	11960.0
1549832, 	21.0, 	1536.0, 	100081.0, 	11950.0
1552762, 	21.0, 	1536.0, 	100079.0, 	11930.0
1555691, 	21.0, 	1536.0, 	100079.0, 	11910.0
1558621, 	21.0, 	1536.0, 	100082.0, 	11890.0
1561551, 	21.0, 	1536.0, 	100084.0, 	11880.0
1564480, 	21.0, 	1536.0, 	100083.0, 	11860.0
1567410, 	21.0, 	1536.0, 	100086.0, 	11850.0
1570340, 	21.0, 	1536.0, 	100086.0, 	11840.0
1573269, 	21.0, 	1536.0, 	100083.0, 	11820.0
1576199, 	20.0, 	1536.0, 	100087.0, 	11790.0
1579129, 	20.0, 	1536.0, 	100089.0, 	11780.0
1582058, 	20.0, 	1536.0, 	100083.0, 	11760.0
1584988, 	20.0, 	1536.0, 	100087.0, 	11750.0
1587918, 	20.0, 	1536.0, 	100082.0, 	11730.0
1590847, 	20.0, 	1536.0, 	100085.0, 	11710.0
1593777, 	20.0, 	1536.0, 	100083.0, 	11690.0
1596707, 	20.0, 	1536.0, 	100086.0, 	11680.0
1599637, 	20.0, 	1536.0, 	100086.0, 	11660.0
1602566, 	20.0, 	1536.0, 	100080.0, 	11640.0
1605496, 	20.0, 	1536.0, 	100085.0, 	11630.0
1608426, 	20.0, 	1536.0, 	100083.0, 	11610.0
1611355, 	20.0, 	1536.0, 	100081.0, 	11590.0
1614285, 	20.0, 	1536.0, 	100082.0, 	11580.0
1617215, 	20.0, 	1536.0, 	100083.0, 	11560.0
1620144, 	20.0, 	1536.0, 	100091.0, 	11550.0
1623074, 	20.0, 	1536.0, 	100082.0, 	11540.0
1626004, 	20.0, 	1536.0, 	100087.0, 	11510.0
1628933, 	20.0, 	1536.0, 	100082.0, 	11480.0
1631863, 	20.0, 	1536.0, 	100091.0, 	11480.0
1634793, 	20.0, 	1536.0, 	100084.0, 	11470.0
1637722, 	20.0, 	1536.0, 	100088.0, 	11450.0
1640652, 	20.0, 	1536.0, 	100090.0, 	11430.0
1643582, 	20.0, 	1536.0, 	100085.0, 	11410.0
1646512, 	20.0, 	1536.0, 	100088.0, 	11400.0
1649441, 	20.0, 	1536.0, 	100085.0, 	11380.0
1652371, 	20.0, 	1536.0, 	100089.0, 	11370.0
1655301, 	20.0, 	1536.0, 	100089.0, 	11350.0
1658230, 	20.0, 	1536.0, 	100092.0, 	11340.0
1661160, 	20.0, 	1536.0, 	100089.0, 	11320.0
1664090, 	20.0, 	1536.0, 	100088.0, 	11310.0
1667019, 	20.0, 	1536.0, 	100090.0, 	11290.0
1669949, 	20.0, 	1536.0, 	100088.0, 	11270.0
1672879, 	20.0, 	1536.0, 	100092.0, 	11260.0
1675808, 	20.0, 	1536.0, 	100094.0, 	11240.0
1678738, 	20.0, 	1536.0, 	100090.0, 	11220.0
1681668, 	20.0, 	1536.0, 	100099.0, 	11210.0
1684597, 	20.0, 	1536.0, 	100092.0, 	11190.0
1687527, 	20.0, 	1536.0, 	100098.0, 	11190.0
1690457, 	20.0, 	1536.0, 	100103.0, 	11170.0
1693387, 	20.0, 	1536.0, 	100096.0, 	11150.0
1696316, 	20.0, 	1536.0, 	100094.0, 	11130.0
1699246, 	20.0, 	1536.0, 	100094.0, 	11110.0
1702176, 	20.0, 	1536.0, 	100093.0, 	11100.0
1705105, 	19.0, 	1536.0, 	100093.0, 	11080.0
1708035, 	19.0, 	1536.0, 	100099.0, 	11070.0
1710965, 	19.0, 	1536.0, 	100096.0, 	11060.0
1713894, 	19.0, 	1536.0, 	100095.0, 	11040.0
1716824, 	19.0, 	1536.0, 	100095.0, 	11020.0
1719754, 	19.0, 	1536.0, 	100091.0, 	11010.0
1722683, 	19.0, 	1536.0, 	100091.0, 	11000.0
1725613, 	19.0, 	1536.0, 	100093.0, 	10970.0
1728543, 	19.0, 	1536.0, 	100090.0, 	10960.0
1731472, 	19.0, 	1536.0, 	100096.0, 	10950.0
1734402, 	19.0, 	1536.0, 	100092.0, 	10930.0
1737332, 	19.0, 	1536.0, 	100091.0, 	10910.0
1740262, 	19.0, 	1536.0, 	100094.0, 	10900.0
1743191, 	19.0, 	1536.0, 	100094.0, 	10890.0
1746121, 	19.0, 	1536.0, 	100093.0, 	10880.0
1749051, 	19.0, 	1536.0, 	100100.0, 	10860.0
1751980, 	19.0, 	1536.0, 	100099.0, 	10840.0
1754910, 	19.0, 	1536.0, 	100099.0, 	10830.0
1757840, 	19.0, 	1536.0, 	100104.0, 	10820.0
1760769, 	19.0, 	1536.0, 	100103.0, 	10800.0
1763699, 	19.0, 	1536.0, 	100100.0, 	10790.0
1766629, 	19.0, 	1536.0, 	100101.0, 	10770.0
1769558, 	19.0, 	1536.0, 	100098.0, 	10760.0
1772488, 	19.0, 	1536.0, 	100101.0, 	10740.0
1775418, 	19.0, 	1536.0, 	100100.0, 	10720.0
1778347, 	19.0, 	1536.0, 	100101.0, 	10720.0
1781277, 	19.0, 	1536.0, 	100103.0, 	10700.0
1784207, 	19.0, 	1536.0, 	100100.0, 	10690.0
1787137, 	19.0, 	1536.0, 	100097.0, 	10670.0
1790066, 	19.0, 	1536.0, 	100100.0, 	10660.0
1792996, 	19.0, 	1536.0, 	100103.0, 	10630.0
1795926, 	19.0, 	1536.0, 	100101.0, 	10620.0
1798855, 	19.0, 	1536.0, 	100107.0, 	10620.0
1801785, 	19.0, 	1536.0, 	100106.0, 	10590.0
1804715, 	19.0, 	1536.0, 	100104.0, 	10580.0
1807644, 	19.0, 	1536.0, 	100107.0, 	10570.0
1810574, 	19.0, 	1536.0, 	100106.0, 	10550.0
1813504, 	19.0, 	1536.0, 	100106.0, 	10540.0
1816433, 	19.0, 	1536.0, 	100106.0, 	10520.0
1819363, 	19.0, 	1536.0, 	100100.0, 	10510.0
1822293, 	19.0, 	1536.0, 	100100.0, 	10480.0
1825222, 	19.0, 	1536.0, 	100104.0, 	10480.0
1828152, 	19.0, 	1536.0, 	100100.0, 	10450.0
1831082, 	19.0, 	1536.0, 	100100.0, 	10450.0
1834012, 	19.0, 	1536.0, 	100105.0, 	10440.0
1836941, 	19.0, 	1536.0, 	100108.0, 	10420.0
1839871, 	19.0, 	1536.0, 	100109.0, 	10400.0
1842801, 	19.0, 	1536.0, 	100109.0, 	10400.0
1845730, 	19.0, 	1536.0, 	100111.0, 	10370.0
1848660, 	19.0, 	1536.0, 	100113.0, 	10370.0
1851590, 	19.0, 	1536.0, 	100108.0, 	10340.0
1854519, 	19.0, 	1536.0, 	100109.0, 	10340.0
1857449, 	19.0, 	1536.0, 	100112.0, 	10320.0
1860379, 	19.0, 	1536.0, 	100105.0, 	10310.0
1863308, 	19.0, 	1536.0, 	100105.0, 	10300.0
1866238, 	19.0, 	1536.0, 	100105.0, 	10280.0
1869168, 	19.0, 	1536.0, 	100111.0, 	10280.0
1872097, 	19.0, 	1536.0, 	100104.0, 	10250.0
1875027, 	19.0, 	1536.0, 	100110.0, 	10240.0
1877957, 	19.0, 	1536.0, 	100109.0, 	10240.0
1880887, 	19.0, 	1536.0, 	100109.0, 	10230.0
1883816, 	19.0, 	1536.0, 	100109.0, 	10230.0
1886746, 	19.0, 	1536.0, 	100102.0, 	10220.0
1889676, 	19.0, 	1536.0, 	100104.0, 	10210.0
1892605, 	19.0, 	1536.0, 	100106.0, 	10190.0
1895535, 	19.0, 	1536.0, 	100107.0, 	10180.0
1898465, 	19.0, 	1536.0, 	100106.0, 	10170.0
1901394, 	19.0, 	1536.0, 	100111.0, 	10170.0
1904324, 	19.0, 	1536.0, 	100111.0, 	10160.0
1907254, 	19.0, 	1536.0, 	100108.0, 	10160.0
1910183, 	19.0, 	1536.0, 	100114.0, 	10150.0
1913113, 	19.0, 	1536.0, 	100113.0, 	10150.0
1916043, 	19.0, 	1536.0, 	100112.0, 	10140.0
1918972, 	19.0, 	1536.0, 	100113.0, 	10140.0
1921902, 	19.0, 	1536.0, 	100113.0, 	10130.0
1924832, 	19.0, 	1536.0, 	100112.0, 	10130.0
1927762, 	19.0, 	1536.0, 	100111.0, 	10120.0
1930691, 	20.0, 	1536.0, 	100113.0, 	10130.0
1933621, 	20.0, 	1536.0, 	100118.0, 	10120.0
1936551, 	20.0, 	1536.0, 	100111.0, 	10110.0
1939480, 	20.0, 	1536.0, 	100115.0, 	10120.0
1942410, 	20.0, 	1536.0, 	100113.0, 	10120.0
1945340, 	20.0, 	1536.0, 	100114.0, 	10120.0
1948269, 	20.0, 	1536.0, 	100110.0, 	10120.0
1951199, 	20.0, 	1536.0, 	100109.0, 	10110.0
1954129, 	20.0, 	1536.0, 	100105.0, 	10110.0
1957058, 	20.0, 	1536.0, 	100108.0, 	10120.0
1959988, 	20.0, 	1536.0, 	100113.0, 	10110.0
1962918, 	20.0, 	1536.0, 	100113.0, 	10110.0
1965847, 	20.0, 	1536.0, 	100115.0, 	10120.0
1968777, 	20.0, 	1536.0, 	100110.0, 	10110.0
1971707, 	20.0, 	1536.0, 	100112.0, 	10120.0
1974637, 	20.0, 	1536.0, 	100114.0, 	10120.0
1977566, 	20.0, 	1536.0, 	100113.0, 	10120.0
1980496, 	20.0, 	1536.0, 	100114.0, 	10130.0
1983426, 	20.0, 	1536.0, 	100112.0, 	10120.0
1986355, 	20.0, 	1536.0, 	100112.0, 	10130.0
1989285, 	20.0, 	1536.0, 	100110.0, 	10120.0
1992215, 	20.0, 	1536.0, 	100117.0, 	10140.0
1995144, 	20.0, 	1536.0, 	100115.0, 	10130.0
1998074, 	20.0, 	1536.0, 	100115.0, 	10130.0
2001004, 	20.0, 	1536.0, 	100110.0, 	10140.0
2003933, 	20.0, 	1536.0, 	100110.0, 	10150.0
2006863, 	20.0, 	1536.0, 	100112.0, 	10140.0
2009793, 	20.0, 	1536.0, 	100115.0, 	10150.0
2012722, 	20.0, 	1536.0, 	100118.0, 	10160.0
2015652, 	20.0, 	1536.0, 	100114.0, 	10150.0
2018582, 	20.0, 	1536.0, 	100117.0, 	10150.0
2021512, 	20.0, 	1536.0, 	100114.0, 	10160.0
2024441, 	20.0, 	1536.0, 	100111.0, 	10160.0
2027371, 	20.0, 	1536.0, 	100110.0, 	10160.0
2030301, 	20.0, 	1536.0, 	100113.0, 	10180.0
2033230, 	20.0, 	1536.0, 	100110.0, 	10170.0
2036160, 	20.0, 	1536.0, 	100108.0, 	10180.0
2039090, 	20.0, 	1536.0, 	100104.0, 	10180.0
2042019, 	20.0, 	1536.0, 	100109.0, 	10180.0
2044949, 	20.0, 	1536.0, 	100112.0, 	10210.0
2047879, 	21.0, 	1538.0, 	100114.0, 	10220.0
2050808, 	21.0, 	1539.0, 	100111.0, 	10220.0
2053738, 	21.0, 	1539.0, 	100114.0, 	10220.0
2056668, 	21.0, 	1539.0, 	100114.0, 	10220.0
2059597, 	21.0, 	1539.0, 	100111.0, 	10230.0
2062527, 	21.0, 	1539.0, 	100115.0, 	10240.0
2065457, 	21.0, 	1539.0, 	100114.0, 	10250.0
2068387, 	22.0, 	1539.0, 	100113.0, 	10250.0
2071316, 	22.0, 	1539.0, 	100115.0, 	10270.0
2074246, 	22.0, 	1539.0, 	100112.0, 	10270.0
2077176, 	23.0, 	1539.0, 	100118.0, 	10290.0
2080105, 	23.0, 	1539.0, 	100117.0, 	10290.0
2083035, 	24.0, 	1539.0, 	100116.0, 	10310.0
2085965, 	25.0, 	1539.0, 	100112.0, 	10320.0
2088894, 	25.0, 	1539.0, 	100118.0, 	10340.0
2091824, 	26.0, 	1536.0, 	100111.0, 	10340.0
2094754, 	26.0, 	1536.0, 	100108.0, 	10360.0
2097683, 	27.0, 	1536.0, 	100116.0, 	10380.0
2100613, 	28.0, 	1536.0, 	100111.0, 	10390.0
2103543, 	28.0, 	1536.0, 	100115.0, 	10410.0
2106472, 	29.0, 	1536.0, 	100116.0, 	10420.0
2109402, 	29.0, 	1536.0, 	100114.0, 	10440.0
2112332, 	29.0, 	1536.0, 	100111.0, 	10450.0
2115262, 	30.0, 	1536.0, 	100116.0, 	10470.0
2118191, 	30.0, 	1536.0, 	100115.0, 	10480.0
2121121, 	30.0, 	1536.0, 	100118.0, 	10490.0
2124051, 	31.0, 	1536.0, 	100118.0, 	10520.0
2126980, 	31.0, 	1536.0, 	100118.0, 	10530.0
2129910, 	31.0, 	1536.0, 	100114.0, 	10540.0
2132840, 	31.0, 	1536.0, 	100115.0, 	10570.0
2135769, 	31.0, 	1536.0, 	100120.0, 	10580.0
2138699, 	32.0, 	1536.0, 	100117.0, 	10590.0
2141629, 	32.0, 	1536.0, 	100113.0, 	10620.0
2144558, 	32.0, 	1536.0, 	100113.0, 	10630.0
2147488, 	32.0, 	1536.0, 	100115.0, 	10650.0
2150418, 	32.0, 	1536.0, 	100117.0, 	10660.0
2153347, 	32.0, 	1536.0, 	100111.0, 	10670.0
2156277, 	32.0, 	1536.0, 	100114.0, 	10680.0
2159207, 	33.0, 	1536.0, 	100115.0, 	10700.0
2162137, 	33.0, 	1536.0, 	100114.0, 	10720.0
2165066, 	33.0, 	1536.0, 	100109.0, 	10730.0
2167996, 	33.0, 	1536.0, 	100115.0, 	10740.0
2170926, 	33.0, 	1536.0, 	100112.0, 	10760.0
2173855, 	33.0, 	1536.0, 	100115.0, 	10770.0
2176785, 	33.0, 	1536.0, 	100112.0, 	10780.0
2179715, 	33.0, 	1536.0, 	100109.0, 	10800.0
2182644, 	33.0, 	1536.0, 	100114.0, 	10820.0
2185574, 	33.0, 	1536.0, 	100114.0, 	10830.0
2188504, 	33.0, 	1536.0, 	100109.0, 	10840.0
2191433, 	33.0, 	1536.0, 	100111.0, 	10860.0
2194363, 	33.0, 	1536.0, 	100116.0, 	10880.0
2197293, 	33.0, 	1536.0, 	100111.0, 	10880.0
2200222, 	33.0, 	1536.0, 	100110.0, 	10900.0
2203152, 	33.0, 	1536.0, 	100113.0, 	10910.0
2206082, 	33.0, 	1536.0, 	100105.0, 	10930.0
2209012, 	33.0, 	1536.0, 	100117.0, 	10940.0
2211941, 	33.0, 	1536.0, 	100109.0, 	10940.0
2214871, 	33.0, 	1536.0, 	100110.0, 	10960.0
2217801, 	33.0, 	1536.0, 	100106.0, 	10980.0
2220730, 	33.0, 	1536.0, 	100108.0, 	10980.0
2223660, 	33.0, 	1536.0, 	100107.0, 	10990.0
2226590, 	33.0, 	1536.0, 	100112.0, 	11010.0
2229519, 	33.0, 	1536.0, 	100107.0, 	11010.0
2232449, 	33.0, 	1536.0, 	100111.0, 	11030.0
2235379, 	33.0, 	1536.0, 	100117.0, 	11040.0
2238308, 	33.0, 	1536.0, 	100104.0, 	11040.0
2241238, 	33.0, 	1536.0, 	100106.0, 	11050.0
2244168, 	33.0, 	1536.0, 	100105.0, 	11070.0
2247097, 	33.0, 	1536.0, 	100102.0, 	11070.0
2250027, 	33.0, 	1536.0, 	100103.0, 	11110.0
2252957, 	33.0, 	1536.0, 	100105.0, 	11120.0
2255887, 	33.0, 	1536.0, 	100103.0, 	11110.0
2258816, 	33.0, 	1536.0, 	100102.0, 	11130.0
2261746, 	33.0, 	1536.0, 	100100.0, 	11140.0
2264676, 	33.0, 	1536.0, 	100106.0, 	11160.0
2267605, 	33.0, 	1536.0, 	100110.0, 	11170.0
2270535, 	33.0, 	1536.0, 	100105.0, 	11180.0
2273465, 	33.0, 	1536.0, 	100109.0, 	11190.0
2276394, 	33.0, 	1536.0, 	100104.0, 	11200.0
2279324, 	33.0, 	1536.0, 	100108.0, 	11220.0
2282254, 	34.0, 	1536.0, 	100108.0, 	11210.0
2285183, 	34.0, 	1536.0, 	100106.0, 	11240.0
2288113, 	34.0, 	1536.0, 	100109.0, 	11240.0
2291043, 	34.0, 	1536.0, 	100103.0, 	11240.0
2293972, 	34.0, 	1536.0, 	100103.0, 	11260.0
2296902, 	34.0, 	1536.0, 	100100.0, 	11270.0
2299832, 	34.0, 	1536.0, 	100102.0, 	11280.0
2302762, 	34.0, 	1536.0, 	100100.0, 	11290.0
2305691, 	34.0, 	1536.0, 	100104.0, 	11300.0
2308621, 	34.0, 	1536.0, 	100103.0, 	11310.0
2311551, 	34.0, 	1536.0, 	100105.0, 	11320.0
2314480, 	34.0, 	1536.0, 	100103.0, 	11320.0
2317410, 	34.0, 	1536.0, 	100095.0, 	11330.0
2320340, 	34.0, 	1536.0, 	100100.0, 	11350.0
2323269, 	34.0, 	1536.0, 	100100.0, 	11350.0
2326199, 	34.0, 	1536.0, 	100099.0, 	11360.0
2329129, 	33.0, 	1536.0, 	100101.0, 	11370.0
2332058, 	33.0, 	1536.0, 	100100.0, 	11370.0
2334988, 	33.0, 	1536.0, 	100100.0, 	11380.0
2337918, 	33.0, 	1536.0, 	100106.0, 	11390.0
2340847, 	33.0, 	1536.0, 	100100.0, 	11400.0
2343777, 	33.0, 	1536.0, 	100101.0, 	11400.0
2346707, 	33.0, 	1536.0, 	100100.0, 	11420.0
2349637, 	33.0, 	1536.0, 	100101.0, 	11420.0
2352566, 	33.0, 	1536.0, 	100098.0, 	11420.0
2355496, 	33.0, 	1536.0, 	100104.0, 	11420.0
2358426, 	33.0, 	1536.0, 	100106.0, 	11430.0
2361355, 	33.0, 	1536.0, 	100100.0, 	11420.0
2364285, 	33.0, 	1536.0, 	100104.0, 	11420.0
2367215, 	32.0, 	1536.0, 	100108.0, 	11430.0
2370144, 	32.0, 	1536.0, 	100109.0, 	11420.0
2373074, 	32.0, 	1536.0, 	100110.0, 	11430.0
2376004, 	32.0, 	1536.0, 	100107.0, 	11420.0
2378933, 	32.0, 	1536.0, 	100104.0, 	11430.0
2381863, 	32.0, 	1536.0, 	100107.0, 	11420.0
2384793, 	32.0, 	1536.0, 	100103.0, 	11430.0
2387722, 	31.0, 	1536.0, 	100101.0, 	11410.0
2390652, 	31.0, 	1536.0, 	100107.0, 	11420.0
2393582, 	31.0, 	1536.0, 	100107.0, 	11410.0
2396512, 	31.0, 	1536.0, 	100101.0, 	11400.0
2399441, 	31.0, 	1536.0, 	100100.0, 	11400.0
2402371, 	31.0, 	1536.0, 	100101.0, 	11390.0
2405301, 	30.0, 	1536.0, 	100110.0, 	11390.0
2408230, 	30.0, 	1536.0, 	100098.0, 	11370.0
2411160, 	30.0, 	1536.0, 	100102.0, 	11370.0
2414090, 	30.0, 	1536.0, 	100099.0, 	11360.0
2417019, 	30.0, 	1536.0, 	100103.0, 	11360.0
2419949, 	29.0, 	1536.0, 	100099.0, 	11340.0
2422879, 	29.0, 	1536.0, 	100098.0, 	11330.0
2425808, 	29.0, 	1536.0, 	100103.0, 	11320.0
2428738, 	29.0, 	1536.0, 	100100.0, 	11320.0
2431668, 	29.0, 	1536.0, 	100101.0, 	11320.0
2434597, 	29.0, 	1536.0, 	100101.0, 	11300.0
2437527, 	28.0, 	1536.0, 	100104.0, 	11290.0
2440457, 	28.0, 	1536.0, 	100098.0, 	11280.0
2443387, 	28.0, 	1536.0, 	100102.0, 	11270.0
2446316, 	28.0, 	1536.0, 	100098.0, 	11250.0
2449246, 	28.0, 	1536.0, 	100104.0, 	11240.0
2452176, 	28.0, 	1536.0, 	100097.0, 	11220.0
2455105, 	27.0, 	1536.0, 	100104.0, 	11220.0
2458035, 	27.0, 	1536.0, 	100106.0, 	11200.0
2460965, 	27.0, 	1536.0, 	100106.0, 	11190.0
2463894, 	27.0, 	1536.0, 	100105.0, 	11180.0
2466824, 	27.0, 	1536.0, 	100108.0, 	11160.0
2469754, 	27.0, 	1536.0, 	100104.0, 	11150.0
2472683, 	27.0, 	1536.0, 	100109.0, 	11140.0
2475613, 	26.0, 	1536.0, 	100101.0, 	11120.0
2478543, 	26.0, 	1536.0, 	100103.0, 	11110.0
2481472, 	26.0, 	1536.0, 	100105.0, 	11090.0
2484402, 	26.0, 	1536.0, 	100107.0, 	11080.0
2487332, 	26.0, 	1536.0, 	100107.0, 	11070.0
2490262, 	26.0, 	1536.0, 	100109.0, 	11040.0
2493191, 	26.0, 	1536.0, 	100107.0, 	11030.0
2496121, 	26.0, 	1536.0, 	100110.0, 	11020.0
2499051, 	25.0, 	1536.0, 	100113.0, 	11010.0
2501980, 	25.0, 	1536.0, 	100107.0, 	10990.0
2504910, 	25.0, 	1536.0, 	100111.0, 	10980.0
2507840, 	25.0, 	1536.0, 	100108.0, 	10970.0
2510769, 	25.0, 	1536.0, 	100108.0, 	10940.0
2513699, 	25.0, 	1536.0, 	100110.0, 	10940.0
2516629, 	25.0, 	1536.0, 	100106.0, 	10930.0
2519558, 	25.0, 	1536.0, 	100109.0, 	10910.0
2522488, 	25.0, 	1536.0, 	100109.0, 	10890.0
2525418, 	24.0, 	1536.0, 	100109.0, 	10870.0
2528347, 	24.0, 	1536.0, 	100113.0, 	10870.0
2531277, 	24.0, 	1536.0, 	100105.0, 	10840.0
2534207, 	24.0, 	1536.0, 	100107.0, 	10810.0
2537137, 	24.0, 	1536.0, 	100113.0, 	10810.0
2540066, 	24.0, 	1536.0, 	100111.0, 	10790.0
2542996, 	24.0, 	1536.0, 	100111.0, 	10780.0
2545926, 	24.0, 	1536.0, 	100114.0, 	10770.0
2548855, 	24.0, 	1536.0, 	100113.0, 	10740.0
2551785, 	24.0, 	1536.0, 	100116.0, 	10740.0
2554715, 	24.0, 	1536.0, 	100115.0, 	10710.0
2557644, 	23.0, 	1536.0, 	100115.0, 	10700.0
2560574, 	23.0, 	1536.0, 	100112.0, 	10680.0
2563504, 	23.0, 	1536.0, 	100112.0, 	10660.0
2566433, 	23.0, 	1536.0, 	100110.0, 	10650.0
2569363, 	23.0, 	1536.0, 	100108.0, 	10630.0
2572293, 	23.0, 	1536.0, 	100112.0, 	10610.0
2575222, 	23.0, 	1536.0, 	100109.0, 	10600.0
2578152, 	23.0, 	1536.0, 	100113.0, 	10580.0
2581082, 	23.0, 	1536.0, 	100111.0, 	10570.0
2584012, 	23.0, 	1536.0, 	100114.0, 	10550.0
2586941, 	23.0, 	1536.0, 	100113.0, 	10530.0
2589871, 	23.0, 	1536.0, 	100115.0, 	10510.0
2592801, 	23.0, 	1536.0, 	100111.0, 	10490.0
2595730, 	23.0, 	1536.0, 	100114.0, 	10480.0
2598660, 	23.0, 	1536.0, 	100119.0, 	10470.0
2601590, 	22.0, 	1536.0, 	100113.0, 	10450.0
2604519, 	22.0, 	1536.0, 	100113.0, 	10440.0
2607449, 	22.0, 	1536.0, 	100119.0, 	10420.0
2610379, 	22.0, 	1536.0, 	100114.0, 	10400.0
2613308, 	22.0, 	1536.0, 	100113.0, 	10390.0
2616238, 	22.0, 	1536.0, 	100112.0, 	10370.0
2619168, 	22.0, 	1536.0, 	100106.0, 	10340.0
2622097, 	22.0, 	1536.0, 	100114.0, 	10330.0
